RefCode,Icon,Title,Text,Color,LinkURL,LinkText,ImageURL,FFR,FoodPref,Culture,Time,HealthRating,Language,Delete
BK_37,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e9428e4b0f4d2ad33aaa2?viewFile=true,burgerking,sweet,B,"daysnack,nightsnack","1,2,3,4,5",en,
BK_38,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10be4b05e4bbcdd1559?viewFile=true,"generic,subway,mcdonalds,burgerking,tacobell,wendys,KFC",sweet,A,"daysnack,nightsnack","1,2,3,4,5",en,
BK_39,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e9428e4b0f4d2ad33aaa9?viewFile=true,"generic,subway,mcdonalds,wendys,tacobell,burgerking,KFC",sweet,B,"daysnack,nightsnack","1,2,3,4,5",en,
BK_40,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e9428e4b0f4d2ad33aaad?viewFile=true,"mcdonalds,KFC,burgerking",sweet,"B,A","nightsnack,daysnack","1,2,3,4,5",en,
BK_41,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e9428e4b0f4d2ad33aab0?viewFile=true,"subway,wendys,tacobell,generic,burgerking,mcdonalds,KFC",sweet,"A,B","nightsnack,daysnack","1,2,3,4,5",en,
BK_42,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e9428e4b0f4d2ad33aab3?viewFile=true,burgerking,"vegetablesfresh,saltysavory","B,A","lunch,dinner","1,2,3,4,5",en,
BK_43,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e9429e4b0f4d2ad33aab6?viewFile=true,"generic,mcdonalds,subway,wendys,burgerking","saltysavory,vegetablesfresh","B,A","lunch,dinner","1,2,3,4,5",en,
BK_44,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ce4b05e4bbcdd157f?viewFile=true,burgerking,"saltysavory,vegetablesfresh",A,"lunch,dinner","1,2,3,4,5",en,
BK_45,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c76e7e9e4b018624a53cf02?viewFile=true,burgerking,"saltysavory,vegetablesfresh",B,"dinner,lunch","1,2,3,4,5",en,
BK_46,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c87d6fce4b001ad5ab708e1?viewFile=true,"mcdonalds,burgerking,generic,KFC,wendys,subway","saltysavory,vegetablesfresh",A,"dinner,lunch","1,2,3,4,5",en,
BK_47,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c87d709e4b001ad5ab708e4?viewFile=true,"generic,wendys,subway,KFC,mcdonalds,burgerking","vegetablesfresh,saltysavory",B,"lunch,dinner","1,2,3,4,5",en,
BK_48,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e9429e4b0f4d2ad33aac5?viewFile=true,"KFC,mcdonalds,burgerking,wendys",vegetablesfresh,"A,B","daysnack,nightsnack","1,2,3,4,5",en,
BK_49,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e9429e4b0f4d2ad33aac8?viewFile=true,"KFC,wendys,mcdonalds,burgerking,tacobell,generic,subway",vegetablesfresh,"B,A","nightsnack,daysnack,lunch,dinner,breakfast","1,2,3,4,5",en,
BK_50,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ce4b05e4bbcdd15a4?viewFile=true,burgerking,"saltysavory,vegetablesfresh",A,"dinner,lunch","1,2,3,4,5",en,
BK_51,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74a72e4b0e491215838d6?viewFile=true,burgerking,"saltysavory,vegetablesfresh",B,"lunch,dinner","1,2,3,4,5",en,
BK_52,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ce4b05e4bbcdd15a7?viewFile=true,burgerking,"saltysavory,vegetablesfresh",A,"lunch,dinner","1,2,3,4,5",en,
BK_53,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74a72e4b0e491215838da?viewFile=true,burgerking,"vegetablesfresh,saltysavory",B,"dinner,lunch","1,2,3,4,5",en,
BK_54,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e942ae4b0f4d2ad33aae2?viewFile=true,burgerking,"saltysavory,vegetablesfresh",A,"dinner,lunch","1,2,3,4,5",en,
BK_55,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c76e7e9e4b018624a53cf27?viewFile=true,burgerking,"vegetablesfresh,saltysavory",B,"lunch,dinner","1,2,3,4,5",en,
BK_56,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e942be4b0f4d2ad33aae8?viewFile=true,"wendys,subway,tacobell,KFC,generic,mcdonalds,burgerking","vegetablesfresh,saltysavory",A,"nightsnack,daysnack,lunch,dinner","1,2,3,4,5",en,
BK_57,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10de4b05e4bbcdd15b2?viewFile=true,"mcdonalds,KFC,burgerking,generic,subway,wendys,tacobell","saltysavory,vegetablesfresh",B,"nightsnack,lunch,dinner,daysnack","1,2,3,4,5",en,
BK_58,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10de4b05e4bbcdd15bd?viewFile=true,burgerking,saltysavory,"B,A","nightsnack,daysnack","1,2,3,4,5",en,
BK_59,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c76e7e9e4b018624a53cf39?viewFile=true,"mcdonalds,generic,burgerking,KFC,wendys,subway,tacobell","saltysavory,vegetablesfresh","B,A","nightsnack,daysnack","1,2,3,4,5",en,
BK_60,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e942be4b0f4d2ad33aaf4?viewFile=true,burgerking,saltysavory,"A,B","lunch,dinner","1,2,3,4,5",en,
BK_61,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e942be4b0f4d2ad33aaf7?viewFile=true,"KFC,burgerking,generic,wendys,mcdonalds",saltysavory,"A,B","dinner,lunch","1,2,3,4,5",en,
BK_62,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10de4b05e4bbcdd15d2?viewFile=true,burgerking,saltysavory,A,"dinner,lunch","1,2,3,4,5",en,
BK_63,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ee4b05e4bbcdd15d5?viewFile=true,burgerking,saltysavory,B,"lunch,dinner","1,2,3,4,5",en,
BK_64,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ee4b05e4bbcdd15d9?viewFile=true,burgerking,"saltysavory,vegetablesfresh",A,"lunch,dinner","1,2,3,4,5",en,
BK_65,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ee4b05e4bbcdd15dc?viewFile=true,burgerking,"vegetablesfresh,saltysavory",B,"dinner,lunch","1,2,3,4,5",en,
BK_66,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ee4b05e4bbcdd15e6?viewFile=true,burgerking,saltysavory,"B,A","daysnack,nightsnack","1,2,3,4,5",en,
BK_67,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ee4b05e4bbcdd15ec?viewFile=true,burgerking,saltysavory,"A,B","nightsnack,daysnack","1,2,3,4,5",en,
BK_68,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ee4b05e4bbcdd161e?viewFile=true,burgerking,saltysavory,A,"lunch,dinner","1,2,3,4,5",en,
BK_69,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ee4b05e4bbcdd1620?viewFile=true,burgerking,saltysavory,B,"lunch,dinner","1,2,3,4,5",en,
BK_70,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ee4b05e4bbcdd1622?viewFile=true,"wendys,generic,KFC,subway,burgerking,tacobell,mcdonalds","vegetablesfresh,sweet,saltysavory",A,"dinner,nightsnack,breakfast,daysnack,lunch","1,2,3,4,5",en,
BK_71,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ee4b05e4bbcdd1624?viewFile=true,"KFC,mcdonalds,tacobell,generic,subway,burgerking,wendys","saltysavory,vegetablesfresh,sweet",B,"breakfast,dinner,daysnack,nightsnack,lunch","1,2,3,4,5",en,
BK_72,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ee4b05e4bbcdd1628?viewFile=true,"wendys,burgerking,mcdonalds",saltysavory,"A,B","dinner,lunch","1,2,3,4,5",en,
BK_73,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10fe4b05e4bbcdd162a?viewFile=true,"generic,wendys,KFC,burgerking,subway,tacobell,mcdonalds","vegetablesfresh,saltysavory","B,A","dinner,lunch","1,2,3,4,5",en,
BK_74,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10fe4b05e4bbcdd163a?viewFile=true,burgerking,saltysavory,"B,A",breakfast,"1,2,3,4,5",en,
BK_75,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10fe4b05e4bbcdd163e?viewFile=true,"tacobell,generic,mcdonalds,KFC,subway,wendys,burgerking",saltysavory,"B,A",breakfast,"1,2,3,4,5",en,
BK_76,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e9431e4b0f4d2ad33ab2b?viewFile=true,burgerking,saltysavory,A,breakfast,"1,2,3,4,5",en,
BK_77,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10fe4b05e4bbcdd1646?viewFile=true,burgerking,saltysavory,B,breakfast,"1,2,3,4,5",en,
BK_78,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e9431e4b0f4d2ad33ab32?viewFile=true,"KFC,generic,burgerking,mcdonalds,subway,wendys,tacobell","sweet,saltysavory,vegetablesfresh",A,breakfast,"1,2,3,4,5",en,
BK_79,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10fe4b05e4bbcdd1648?viewFile=true,"burgerking,generic,mcdonalds,tacobell,subway,KFC,wendys","saltysavory,sweet,vegetablesfresh",B,breakfast,"1,2,3,4,5",en,
BK_80,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e9432e4b0f4d2ad33ab45?viewFile=true,burgerking,saltysavory,"A,B",breakfast,"1,2,3,4,5",en,
BK_81,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e9432e4b0f4d2ad33ab48?viewFile=true,"burgerking,KFC,generic,mcdonalds,subway,wendys,tacobell",saltysavory,"A,B",breakfast,"1,2,3,4,5",en,
BK_82,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e9432e4b0f4d2ad33ab4b?viewFile=true,"subway,mcdonalds,tacobell,wendys,generic,KFC,burgerking","sweet,saltysavory,vegetablesfresh","B,A","lunch,daysnack,nightsnack,dinner,breakfast","1,2,3,4,5",en,
BK_83,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10fe4b05e4bbcdd1658?viewFile=true,burgerking,saltysavory,"B,A",breakfast,"1,2,3,4,5",en,
BK_84,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10fe4b05e4bbcdd165a?viewFile=true,"burgerking,KFC,wendys,tacobell,subway,mcdonalds,generic","sweet,saltysavory,vegetablesfresh","B,A","nightsnack,daysnack","1,2,3,4,5",en,
BK_85,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e9433e4b0f4d2ad33ab55?viewFile=true,burgerking,saltysavory,"A,B",breakfast,"1,2,3,4,5",en,
BK_86,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e9433e4b0f4d2ad33ab58?viewFile=true,"mcdonalds,tacobell,subway,wendys,generic,burgerking,KFC","vegetablesfresh,sweet,saltysavory","B,A",breakfast,"1,2,3,4,5",en,
BK_87,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e110e4b05e4bbcdd1669?viewFile=true,burgerking,sweet,"A,B","breakfast,daysnack","1,2,3,4,5",en,
BK_88,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74a73e4b0e491215838f1?viewFile=true,"mcdonalds,KFC,subway,burgerking,generic,tacobell,wendys",sweet,A,breakfast,"1,2,3,4,5",en,
BK_89,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74a73e4b0e491215838f3?viewFile=true,"wendys,tacobell,KFC,burgerking,generic,mcdonalds,subway",sweet,B,breakfast,"1,2,3,4,5",en,
BK_90,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e110e4b05e4bbcdd166f?viewFile=true,burgerking,sweet,"B,A",breakfast,"1,2,3,4,5",en,
BK_91,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e110e4b05e4bbcdd1671?viewFile=true,"burgerking,subway,wendys,tacobell,mcdonalds,KFC,generic",sweet,"A,B","dinner,lunch,breakfast","1,2,3,4,5",en,
BK_92,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e110e4b05e4bbcdd1673?viewFile=true,"mcdonalds,wendys,KFC,burgerking,subway,generic,tacobell","saltysavory,vegetablesfresh,sweet","A,B","nightsnack,dinner,lunch,daysnack,breakfast","1,2,3,4,5",en,
BK_93,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e110e4b05e4bbcdd1676?viewFile=true,"subway,KFC,mcdonalds,burgerking,generic,tacobell,wendys","vegetablesfresh,saltysavory,sweet","A,B","daysnack,lunch,nightsnack,breakfast,dinner","1,2,3,4,5",en,
Wen_1,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e9498e4b0f4d2ad33ac52?viewFile=true,"burgerking,mcdonalds,wendys",saltysavory,"A,B","dinner,lunch","1,2,3,4,5",en,
Wen_2,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74ad9e4b0e49121583aa2?viewFile=true,"burgerking,generic,KFC,wendys,mcdonalds",saltysavory,"A,B","lunch,dinner","1,2,3,4,5",en,
Wen_3,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ce4b05e4bbcdd15a0?viewFile=true,wendys,saltysavory,"A,B","lunch,dinner","1,2,3,4,5",en,
Wen_4,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ce4b05e4bbcdd15a2?viewFile=true,"wendys,KFC,burgerking,generic,mcdonalds",saltysavory,"A,B","lunch,dinner","1,2,3,4,5",en,
Wen_5,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d94bd8ce4b006ec9e0c2a9a?viewFile=true,"wendys,mcdonalds,burgerking",saltysavory,"A,B","nightsnack,dinner,lunch,daysnack","1,2,3,4,5",en,
Wen_6,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10fe4b05e4bbcdd1650?viewFile=true,"wendys,generic,mcdonalds,KFC,tacobell,burgerking",saltysavory,"B,A","dinner,lunch","1,2,3,4,5",en,
Wen_7,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e94a1e4b0f4d2ad33ad3f?viewFile=true,"mcdonalds,wendys,burgerking",saltysavory,"B,A","dinner,lunch","1,2,3,4,5",en,
Wen_8,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e94a1e4b0f4d2ad33ad42?viewFile=true,"generic,wendys,burgerking,mcdonalds,KFC",saltysavory,"B,A","lunch,dinner","1,2,3,4,5",en,
Wen_9,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74adde4b0e49121583ae4?viewFile=true,wendys,saltysavory,"A,B","dinner,lunch","1,2,3,4,5",en,
Wen_10,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74adde4b0e49121583ae7?viewFile=true,"burgerking,wendys,generic,mcdonalds",saltysavory,"A,B","dinner,lunch","1,2,3,4,5",en,
Wen_11,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e94a1e4b0f4d2ad33ad4e?viewFile=true,"wendys,KFC",saltysavory,"A,B","dinner,lunch","1,2,3,4,5",en,
Wen_12,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e111e4b05e4bbcdd1699?viewFile=true,"mcdonalds,KFC,wendys,burgerking",saltysavory,"A,B","lunch,dinner","1,2,3,4,5",en,
Wen_13,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e111e4b05e4bbcdd169f?viewFile=true,wendys,saltysavory,"A,B","lunch,dinner","1,2,3,4,5",en,
Wen_14,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e111e4b05e4bbcdd16a1?viewFile=true,"burgerking,subway,wendys,generic,mcdonalds,tacobell,KFC",saltysavory,"A,B","dinner,lunch","1,2,3,4,5",en,
Wen_15,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c780922e4b018624a53f55c?viewFile=true,wendys,saltysavory,A,"lunch,dinner","1,2,3,4,5",en,
Wen_16,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e94a2e4b0f4d2ad33ad5e?viewFile=true,wendys,saltysavory,B,"lunch,dinner","1,2,3,4,5",en,
Wen_17,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e111e4b05e4bbcdd16ad?viewFile=true,"tacobell,mcdonalds,burgerking,generic,KFC,wendys","vegetablesfresh,saltysavory",A,"lunch,dinner","1,2,3,4,5",en,
Wen_18,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e94a2e4b0f4d2ad33ad65?viewFile=true,"generic,wendys,mcdonalds,KFC,tacobell,burgerking","vegetablesfresh,saltysavory",B,"lunch,dinner","1,2,3,4,5",en,
Wen_19,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e94a2e4b0f4d2ad33ad69?viewFile=true,wendys,saltysavory,"A,B","dinner,lunch","1,2,3,4,5",en,
Wen_20,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c76e7ece4b018624a53cfcf?viewFile=true,"subway,KFC,wendys,burgerking,generic,tacobell,mcdonalds",saltysavory,"B,A","dinner,lunch","1,2,3,4,5",en,
Wen_21,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74ad9e4b0e49121583aa5?viewFile=true,wendys,"vegetablesfresh,saltysavory",A,"dinner,lunch","1,2,3,4,5",en,
Wen_22,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e9499e4b0f4d2ad33ac5c?viewFile=true,wendys,"saltysavory,vegetablesfresh",B,"dinner,lunch","1,2,3,4,5",en,
Wen_23,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74ad9e4b0e49121583aa7?viewFile=true,"mcdonalds,KFC,subway,burgerking,wendys,generic,tacobell","vegetablesfresh,saltysavory",A,"dinner,lunch","1,2,3,4,5",en,
Wen_24,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e9499e4b0f4d2ad33ac62?viewFile=true,"burgerking,wendys,subway,generic,mcdonalds,KFC,tacobell","saltysavory,vegetablesfresh",B,"lunch,dinner","1,2,3,4,5",en,
Wen_27,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ae4b05e4bbcdd1539?viewFile=true,"mcdonalds,tacobell,wendys,KFC,generic,burgerking,subway","vegetablesfresh,saltysavory",A,"lunch,dinner,breakfast","1,2,3,4,5",en,
Wen_28,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c780921e4b018624a53f544?viewFile=true,"mcdonalds,wendys,generic,tacobell,burgerking,subway,KFC","vegetablesfresh,saltysavory",B,"dinner,lunch,breakfast","1,2,3,4,5",en,
Wen_29,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c780921e4b018624a53f547?viewFile=true,wendys,"saltysavory,vegetablesfresh","A,B","lunch,dinner","1,2,3,4,5",en,
Wen_30,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c780921e4b018624a53f54a?viewFile=true,"tacobell,mcdonalds,subway,KFC,burgerking,generic,wendys","saltysavory,vegetablesfresh","B,A","lunch,dinner,breakfast,nightsnack,daysnack","1,2,3,4,5",en,
Wen_31,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e9499e4b0f4d2ad33ac77?viewFile=true,wendys,"saltysavory,vegetablesfresh",A,"dinner,lunch","1,2,3,4,5",en,
Wen_32,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74adae4b0e49121583aad?viewFile=true,wendys,"vegetablesfresh,saltysavory",B,"lunch,dinner","1,2,3,4,5",en,
Wen_33,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e949ae4b0f4d2ad33ac7b?viewFile=true,"wendys,tacobell,mcdonalds,burgerking,generic,subway","vegetablesfresh,saltysavory",A,"dinner,lunch,breakfast","1,2,3,4,5",en,
Wen_34,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74adae4b0e49121583ab0?viewFile=true,"subway,generic,tacobell,burgerking,mcdonalds,wendys","vegetablesfresh,saltysavory",B,"lunch,dinner,breakfast","1,2,3,4,5",en,
Wen_35,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e949ae4b0f4d2ad33ac7f?viewFile=true,wendys,"vegetablesfresh,saltysavory","A,B","lunch,dinner","1,2,3,4,5",en,
Wen_36,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e949ae4b0f4d2ad33ac83?viewFile=true,wendys,"saltysavory,vegetablesfresh","B,A","dinner,lunch","1,2,3,4,5",en,
Wen_37,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74adae4b0e49121583ab3?viewFile=true,wendys,"saltysavory,vegetablesfresh",A,"dinner,lunch","1,2,3,4,5",en,
Wen_38,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74adae4b0e49121583ab5?viewFile=true,wendys,"vegetablesfresh,saltysavory",B,"lunch,dinner","1,2,3,4,5",en,
Wen_39,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74adae4b0e49121583ab8?viewFile=true,"tacobell,KFC,mcdonalds,generic,burgerking,subway,wendys",vegetablesfresh,,"breakfast,daysnack,lunch,dinner,nightsnack","1,2,3,4,5",en,
Wen_40,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10be4b05e4bbcdd1568?viewFile=true,"mcdonalds,tacobell,burgerking,wendys,subway,KFC,generic",vegetablesfresh,B,"dinner,breakfast,lunch,daysnack,nightsnack","1,2,3,4,5",en,
Wen_41,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e949be4b0f4d2ad33ac96?viewFile=true,"mcdonalds,wendys,burgerking,KFC","saltysavory,vegetablesfresh","B,A","nightsnack,daysnack","1,2,3,4,5",en,
Wen_42,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5daf386ee4b006ec9e140ba0?viewFile=true,"KFC,tacobell,subway,burgerking,wendys,generic,mcdonalds",vegetablesfresh,"B,A","dinner,breakfast,lunch","1,2,3,4,5",en,
Wen_47,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c780922e4b018624a53f54f?viewFile=true,wendys,vegetablesfresh,"A,B","nightsnack,daysnack","1,2,3,4,5",en,
Wen_48,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74adbe4b0e49121583abd?viewFile=true,wendys,vegetablesfresh,"A,B","daysnack,nightsnack","1,2,3,4,5",en,
Wen_49,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ce4b05e4bbcdd158e?viewFile=true,wendys,saltysavory,"B,A","daysnack,nightsnack","1,2,3,4,5",en,
Wen_50,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ce4b05e4bbcdd1590?viewFile=true,"wendys,KFC,burgerking,mcdonalds,generic",saltysavory,"A,B","nightsnack,daysnack","1,2,3,4,5",en,
Wen_51,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e949ce4b0f4d2ad33acbf?viewFile=true,"wendys,mcdonalds",saltysavory,A,"lunch,dinner","1,2,3,4,5",en,
Wen_52,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ce4b05e4bbcdd15ae?viewFile=true,"mcdonalds,wendys",saltysavory,B,"lunch,dinner","1,2,3,4,5",en,
Wen_53,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e949ce4b0f4d2ad33acc6?viewFile=true,"burgerking,generic,wendys,subway,KFC,mcdonalds","vegetablesfresh,saltysavory",A,"lunch,dinner","1,2,3,4,5",en,
Wen_54,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ce4b05e4bbcdd15b0?viewFile=true,"generic,subway,KFC,wendys,burgerking,mcdonalds","saltysavory,vegetablesfresh",B,"lunch,dinner","1,2,3,4,5",en,
Wen_55,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e949ce4b0f4d2ad33accd?viewFile=true,wendys,saltysavory,A,"lunch,dinner","1,2,3,4,5",en,
Wen_56,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10de4b05e4bbcdd15b9?viewFile=true,wendys,saltysavory,B,"lunch,dinner","1,2,3,4,5",en,
Wen_57,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e949de4b0f4d2ad33acd4?viewFile=true,"tacobell,wendys",saltysavory,A,"dinner,lunch","1,2,3,4,5",en,
Wen_58,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10de4b05e4bbcdd15bb?viewFile=true,"tacobell,wendys",saltysavory,B,"dinner,lunch","1,2,3,4,5",en,
Wen_59,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10de4b05e4bbcdd15c4?viewFile=true,wendys,"saltysavory,vegetablesfresh","B,A","dinner,lunch","1,2,3,4,5",en,
Wen_60,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c0e949de4b0f4d2ad33acdf?viewFile=true,wendys,"vegetablesfresh,saltysavory","A,B","lunch,dinner","1,2,3,4,5",en,
Wen_61,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10de4b05e4bbcdd15ce?viewFile=true,wendys,"saltysavory,vegetablesfresh","B,A","dinner,lunch","1,2,3,4,5",en,
Wen_62,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10de4b05e4bbcdd15d0?viewFile=true,wendys,"saltysavory,vegetablesfresh","B,A","lunch,daysnack,dinner,nightsnack","1,2,3,4,5",en,
Wen_63,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5c780922e4b018624a53f556?viewFile=true,wendys,"saltysavory,vegetablesfresh","B,A","lunch,dinner","1,2,3,4,5",en,
Wen_64,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5cc74adbe4b0e49121583ad0?viewFile=true,"mcdonalds,burgerking,KFC,tacobell,subway,generic,wendys","vegetablesfresh,saltysavory","B,A","breakfast,dinner,lunch","1,2,3,4,5",en,
Wen_65,,,,,,,https://cloud.pilrhealth.com/project/r21_demo_project/file/5d77e10ee4b05e4bbcdd161a?viewFile=true,wendys,"saltysavory,vegetablesfresh","B,A","dinner,lunch","1,2,3,4,5",en,
